date,value
2023-04-01T00:46:27Z,1
2023-04-02T00:46:42Z,1
2023-04-03T00:46:05Z,1
2023-04-03T21:20:19Z,1
2023-04-05T00:40:38Z,1
2023-04-06T00:55:14Z,1
2023-04-07T00:51:04Z,1
2023-04-08T00:52:39Z,1
2023-04-09T00:55:51Z,1
2023-04-10T00:53:48Z,1
2023-04-11T00:55:33Z,1
2023-04-12T00:53:54Z,1
2023-04-13T00:55:53Z,1
2023-04-14T00:53:42Z,1
2023-04-15T00:56:47Z,1
2023-04-16T00:55:48Z,1
2023-04-17T00:56:00Z,1
2023-04-18T00:53:45Z,1
2023-04-19T00:56:01Z,1
2023-04-20T00:53:49Z,1
2023-04-21T00:54:47Z,1
2023-04-22T00:55:33Z,1
2023-04-23T00:59:38Z,1
2023-04-24T00:57:05Z,1
2023-04-25T00:56:09Z,1
2023-04-26T00:56:51Z,1
2023-04-27T00:57:44Z,1
2023-04-28T00:57:25Z,1
2023-04-29T00:54:30Z,1
2023-04-30T00:58:49Z,1
2023-05-01T00:56:59Z,1
2023-05-02T00:55:38Z,1
2023-05-03T00:56:00Z,1
2023-05-04T00:55:51Z,1
2023-05-05T00:52:51Z,1
2023-05-06T00:51:30Z,1
2023-05-07T00:57:41Z,1
2023-05-08T00:54:06Z,1
2023-05-09T00:56:18Z,1
2023-05-10T00:55:22Z,1
2023-05-11T00:55:37Z,1
2023-05-12T00:56:16Z,1
2023-05-13T00:53:25Z,1
2023-05-14T00:57:50Z,1
2023-05-15T00:56:23Z,1
2023-05-16T00:55:58Z,1
2023-05-17T00:59:11Z,1
2023-05-18T00:55:31Z,1
2023-05-19T00:55:56Z,1
2023-05-20T00:54:14Z,1
2023-05-21T00:59:54Z,1
2023-05-22T00:58:48Z,1
2023-05-23T00:57:20Z,1
2023-05-24T00:57:20Z,1
2023-05-25T00:55:56Z,1
2023-05-26T00:56:34Z,1
2023-05-27T00:57:45Z,1
2023-05-28T00:59:10Z,1
2023-05-29T00:57:24Z,1
2023-05-30T00:58:46Z,1
2023-05-31T01:00:50Z,1
2023-06-01T01:10:26Z,1
2023-06-02T01:00:50Z,1
2023-11-02T01:23:05Z,1
2023-11-03T01:23:22Z,1
2023-11-04T01:22:49Z,1
2023-11-06T01:26:01Z,1
2023-11-08T01:23:15Z,1
2023-11-09T01:23:44Z,1
2023-11-12T01:27:47Z,1
2023-11-13T01:25:24Z,1
2023-11-14T01:25:31Z,1
2023-11-16T01:25:51Z,1
2023-11-17T01:25:47Z,1
2023-11-18T01:25:13Z,1
2023-11-19T01:30:39Z,1
2023-11-20T01:27:27Z,1
2023-11-21T01:28:13Z,1
2023-11-22T01:28:54Z,1
2023-11-23T01:25:41Z,1
2023-11-24T01:24:16Z,1
2023-11-25T01:22:47Z,1
2023-11-26T01:29:03Z,1
2023-11-27T01:25:45Z,1
2023-11-28T01:26:57Z,1
2023-11-29T01:26:47Z,1
2023-11-29T21:31:50Z,1
2023-12-01T01:15:07Z,1
2023-12-02T01:09:17Z,1
2023-12-03T01:12:36Z,1
2023-12-04T01:10:34Z,1
2023-12-05T01:10:52Z,1
2023-12-06T01:11:03Z,1
2023-12-07T01:10:43Z,1
2023-12-08T01:11:36Z,1
2023-12-09T01:09:17Z,1
2023-12-10T01:13:52Z,1
2023-12-11T01:10:58Z,1
2023-12-12T01:10:43Z,1
2023-12-13T01:10:26Z,1
2023-12-14T01:09:06Z,1
2023-12-15T01:11:30Z,1
2023-12-16T01:09:44Z,1
2023-12-17T01:14:32Z,1
2023-12-18T01:11:28Z,1
2023-12-19T01:09:52Z,1
2023-12-20T01:00:50Z,1
2023-12-21T01:10:26Z,1
2023-12-22T01:09:38Z,1
2023-12-23T01:07:22Z,1
2023-12-24T01:13:20Z,1
2023-12-25T01:09:48Z,1
2023-12-26T01:07:44Z,1
2023-12-27T01:07:44Z,1
2023-12-28T01:07:26Z,1
2023-12-29T00:58:35Z,1
2023-12-30T01:06:47Z,1
2023-12-31T01:12:45Z,1
2024-01-01T01:14:05Z,1
