date,value
2023-01-24T01:52:48Z,21
2023-01-25T01:44:16Z,20
2023-01-26T01:46:17Z,0
2023-01-27T01:55:27Z,0
2023-01-28T01:44:00Z,1
2023-01-29T01:55:02Z,1
2023-01-30T01:40:40Z,1
2023-01-31T01:55:01Z,1
2023-02-01T02:02:51Z,1
2023-02-02T01:55:20Z,1
2023-02-03T01:55:59Z,1
2023-02-04T01:42:36Z,1
2023-02-05T00:50:02Z,1
2023-02-06T00:43:59Z,1
2023-02-07T00:47:48Z,1
2023-02-08T00:45:12Z,1
2023-02-09T00:45:45Z,1
2023-02-10T00:48:44Z,0
2023-02-11T00:42:26Z,22
2023-02-11T21:18:44Z,22
2023-02-13T00:47:59Z,22
2023-02-14T00:46:24Z,22
2023-02-14T21:21:35Z,22
2023-02-16T00:48:29Z,51
2023-02-17T00:49:44Z,64
2023-02-18T00:47:20Z,64
2023-02-19T00:46:21Z,64
2023-02-20T00:49:11Z,64
2023-02-21T00:48:24Z,64
2023-02-22T00:43:30Z,64
2023-02-24T00:45:51Z,64
2023-02-25T00:46:40Z,64
2023-02-26T00:51:44Z,64
2023-02-27T00:47:52Z,64
2023-02-28T00:47:47Z,64
2023-03-01T00:51:14Z,64
