date,value
2021-04-30 19:18:44 +0100,567426945
2021-05-01 19:16:10 +0100,567426945
2021-05-02 19:15:26 +0100,567426945
2021-05-03 19:25:54 +0100,567426945
2021-05-04 19:16:30 +0100,567426945
2021-05-05 19:18:06 +0100,567426945
2021-05-06 19:18:59 +0100,567426945
2021-05-07 19:17:58 +0100,567426945
2021-05-08 19:22:12 +0100,567426945
2021-05-09 19:11:58 +0100,567426945
2021-05-10 19:17:37 +0100,567426945
2021-05-12T01:01:55Z,567426945
2021-05-13T01:09:53Z,567426945
2021-05-14T01:15:39Z,567426945
2021-05-15T06:43:28Z,567426945
2021-05-16T01:18:55Z,567426945
2021-05-17T01:09:03Z,567426945
2021-05-18T06:42:26Z,567426945
2021-05-19T01:13:48Z,567426945
2021-05-20T01:09:01Z,567426945
2021-05-21T01:13:57Z,567426945
2021-05-22T01:12:38Z,567426945
2021-05-23T01:20:03Z,567426945
2021-05-24T01:16:54Z,567426945
2021-05-25T01:14:00Z,567426945
2021-05-26T01:25:42Z,568474781
2021-05-27T01:27:43Z,568474781
2021-05-28T01:34:06Z,568474781
2021-05-29T01:44:29Z,568474781
2021-05-30T01:52:07Z,568474781
2021-05-31T02:08:08Z,568474781
2021-06-01T02:24:16Z,568474781
2021-06-02T02:31:00Z,568474781
2021-06-03T02:11:37Z,568474781
2021-06-04T01:57:17Z,568474781
2021-06-04T08:12:16Z,568474781
2021-06-05T01:33:07Z,568474781
2021-06-06T01:25:41Z,568474781
2021-06-07T01:31:36Z,568474781
2021-06-08T01:27:38Z,568474781
2021-06-09T01:05:59Z,568474781
2021-06-10T01:09:25Z,568474781
2021-06-11T01:06:05Z,568474781
2021-06-12T00:59:59Z,568474781
2021-06-13T01:03:12Z,568474781
2021-06-14T01:03:23Z,568474781
2021-06-15T01:03:27Z,568474781
2021-06-16T01:01:53Z,568474781
2021-06-17T01:06:45Z,568474781
2021-06-18T01:04:25Z,568474781
2021-06-19T01:06:44Z,568474781
2021-06-20T01:05:19Z,568474781
2021-06-21T01:07:56Z,568474781
2021-06-22T01:05:32Z,569433656
2021-06-23T01:00:34Z,569433656
2021-06-24T00:56:28Z,569433656
2021-06-25T01:09:19Z,569433656
2021-06-26T01:04:37Z,569433656
2021-06-27T01:12:08Z,569433656
2021-06-28T01:09:29Z,569433656
2021-06-29T01:06:50Z,569433656
2021-06-30T01:10:11Z,569433656
2021-07-01T01:03:52Z,569433656
2021-07-02T01:00:29Z,569433656
2021-07-03T01:05:41Z,569433656
2021-07-04T01:07:46Z,569433656
2021-07-05T01:02:36Z,569433656
2021-07-06T01:08:48Z,569433656
2021-07-07T01:08:02Z,569433656
2021-07-08T01:01:58Z,569433656
2021-07-09T01:08:58Z,569433656
2021-07-10T01:06:29Z,569433656
2021-07-11T01:12:05Z,569433656
2021-07-12T01:07:30Z,569433656
2021-07-13T01:05:46Z,569433656
2021-07-14T01:00:20Z,569433656
2021-07-15T01:06:16Z,569433656
2021-07-16T01:05:14Z,569433656
2021-07-17T01:02:49Z,569433656
2021-07-18T01:04:43Z,569433656
2021-07-19T01:06:29Z,569433656
2021-07-21T01:09:50Z,569433656
2021-07-22T01:09:51Z,569433656
2021-07-23T01:07:00Z,569433656
2021-07-24T01:03:18Z,570417977
2021-07-25T01:05:45Z,570417977
2021-07-26T01:03:40Z,570417977
2021-07-27T01:04:59Z,570417977
2021-07-28T01:06:07Z,570417977
2021-07-29T01:06:49Z,570417977
2021-07-30T01:07:49Z,570417977
2021-07-31T01:04:06Z,570417977
2021-08-01T01:14:35Z,570417977
2021-08-02T01:03:31Z,570417977
2021-08-03T01:13:07Z,570417977
2021-08-04T01:06:23Z,570417977
2021-08-05T01:07:34Z,570417977
2021-08-06T01:07:27Z,570417977
2021-08-07T01:04:47Z,570417977
2021-08-08T01:10:32Z,570417977
2021-08-10T01:10:31Z,570417977
2021-08-11T01:06:52Z,570417977
2021-08-12T01:09:12Z,570417977
2021-08-13T01:08:45Z,570417977
2021-08-14T01:02:53Z,570417977
2021-08-15T01:05:11Z,570417977
2021-08-16T01:03:33Z,570417977
2021-08-17T01:01:21Z,570417977
2021-08-18T01:00:58Z,570417977
2021-08-19T01:00:23Z,570417977
2021-08-20T01:04:01Z,570417977
2021-08-21T00:50:00Z,570417977
2021-08-22T00:50:57Z,570417977
2021-08-23T00:51:15Z,570417977
2021-08-24T00:52:02Z,570417977
2021-08-25T00:50:18Z,560467533
2021-08-26T00:49:11Z,560467533
2021-08-27T00:54:25Z,560467533
2021-08-28T00:50:05Z,560467533
2021-08-30T00:51:49Z,560467533
2021-08-31T00:54:26Z,50316129
2021-09-01T00:55:37Z,561755334
2021-09-02T00:55:27Z,561755334
2021-09-03T00:52:35Z,561755334
